CID_Outside_Identifier,Practice Size,Practice Size Code,Specialty,Specialty Code,CFPR,NCR,CPL45,DARO120,DAR
7118-1-1,Single Provider,1,Mental Health,1,0.9856,0.3552,0.6688,0.0046,24.002362
2393-1-4,Big Practice,4,Mental Health,1,0.9857,0.7712,0.6931,0.0403,37.6338119
5397-1-2,Small Practice,2,Mental Health,1,0.9857,0.8522,0.8004,0.0066,25.96388
6015-1-2,Small Practice,2,Mental Health,1,0.9857,0.8546,0.1071,0.1286,88.053191
4569-1-1,Single Provider,1,Mental Health,1,0.9858,0.8005,0.7817,0.0156,30.707932
855-1-4,Big Practice,4,Mental Health,1,0.9858,0.7253,0.5566,0.0253,49.91509038
4155-1-1,Single Provider,1,Mental Health,1,0.986,0.8707,0.6075,0.028,37.71875
1491-1-2,Small Practice,2,Mental Health,1,0.9861,0.6699,0.6338,0.0017,10.616822
7397-1-3,Medium Practice,3,Mental Health,1,0.9862,0.961,0.6052,0,36.552063
5624-1-4,Big Practice,4,Mental Health,1,0.9863,0.2902,0.2583,0.027,36.749627
7937-1-2,Small Practice,2,Mental Health,1,0.9863,0,0.2329,0,1.823529
1436-1-1,Single Provider,1,Mental Health,1,0.9864,0.9511,0.7532,0.0281,31.686275
4691-1-2,Small Practice,2,Mental Health,1,0.9864,0.9793,0.9309,0.0113,22.92902
6743-1-1,Single Provider,1,Mental Health,1,0.9864,0.6405,0.7136,0.0182,32.120513
4183-1-1,Single Provider,1,Mental Health,1,0.9865,0.8776,0.9269,0.0038,17.945841
5113-1-1,Single Provider,1,Mental Health,1,0.9865,0.8831,0.9042,0.0081,22.120055
5623-1-1,Single Provider,1,Mental Health,1,0.9865,0.9626,0.9387,0.003,16.016591
6156-1-1,Single Provider,1,Mental Health,1,0.9865,0.9642,0.3345,0.1723,69.435252
1537-1-2,Small Practice,2,Mental Health,1,0.9867,0.8134,0.7362,0.0252,29.8223
2036-1-1,Single Provider,1,Mental Health,1,0.9867,0.9813,0.2533,0.0267,63.458333
4542-1-1,Single Provider,1,Mental Health,1,0.9867,0.9904,0.6,0,25.820896
291-1-3,Medium Practice,3,Mental Health,1,0.9868,0.7081,0.6563,0.0561,33.39512975
4039-1-1,Single Provider,1,Mental Health,1,0.9869,0.7857,0.8253,0.0049,12.94129
6708-1-4,Big Practice,4,Mental Health,1,0.9869,0.9662,0.7,0.0036,29.919388
5657-1-1,Single Provider,1,Mental Health,1,0.987,0.9277,0.769,0.0182,24.434944
2394-1-3,Medium Practice,3,Mental Health,1,0.9871,0.8904,0.8478,0.003,24.800481
3040-1-2,Small Practice,2,Mental Health,1,0.9872,1,0.9869,0,12.069491
40-1-3,Medium Practice,3,Mental Health,1,0.9872,0.9942,0.8504,0.0168,31.803456
4112-1-4,Big Practice,4,Mental Health,1,0.9872,0.9274,0.6979,0.0175,30.971611
6420-1-1,Single Provider,1,Mental Health,1,0.9872,0.934,0.7392,0.0544,31.756432
86-1-4,Big Practice,4,Mental Health,1,0.9872,0.9285,0.9321,0.0009,13.198037
3829-1-4,Big Practice,4,Mental Health,1,0.9874,0.7649,0.779,0.0269,24.683448
65-1-2,Small Practice,2,Mental Health,1,0.9874,0.6723,0.6689,0.011,27.549059
439-1-4,Big Practice,4,Mental Health,1,0.9875,0.7466,0.7715,0.0244,24.055614
5738-1-1,Single Provider,1,Mental Health,1,0.9875,0.8276,0.816,0.0094,27.600626
7240-1-2,Small Practice,2,Mental Health,1,0.9875,1.0049,0.6572,0.0114,17.2482545
7852-1-1,Single Provider,1,Mental Health,1,0.9875,0.9747,0.55,0,36.272727
1160-1-1,Single Provider,1,Mental Health,1,0.9876,0.7426,0.3738,0.0099,29.790698
1248-1-1,Single Provider,1,Mental Health,1,0.9876,0.709,0.6677,0.0031,28.810811
18-1-2,Small Practice,2,Mental Health,1,0.9876,0.974,0.7345,0.015,37.55505125
2427-1-1,Single Provider,1,Mental Health,1,0.9876,0.9313,0.8296,0.0004,13.62435
1612-1-4,Big Practice,4,Mental Health,1,0.9877,0.9516,0.8798,0.0071,15.037258
4282-1-1,Single Provider,1,Mental Health,1,0.9877,0.6571,0.641,0.0169,32.297297
961-1-2,Small Practice,2,Mental Health,1,0.9877,0.946,0.8287,0.0073,28.922282
4525-1-1,Single Provider,1,Mental Health,1,0.9878,0.9699,0.8205,0.0414,31.304143
4286-1-2,Small Practice,2,Mental Health,1,0.9879,0.9955,0.819,0.0199,28.400292
4847-1-3,Medium Practice,3,Mental Health,1,0.9879,0.766,0.7052,0.0336,27.599548
5144-1-1,Single Provider,1,Mental Health,1,0.9879,0.8947,0.8109,0.0141,24.45283
3550-1-4,Big Practice,4,Mental Health,1,0.988,0.8099,0.764,0.0123,30.58537443
5234-1-4,Big Practice,4,Mental Health,1,0.9881,0.9668,0.798,0.0058,29.22349978
5589-1-2,Small Practice,2,Mental Health,1,0.9881,0.928,0.8183,0.0114,28.954815
6339-1-3,Medium Practice,3,Mental Health,1,0.9882,0.9952,0.9766,0.0018,11.059741
746-1-1,Single Provider,1,Mental Health,1,0.9882,0.7168,0.2417,0,3.150442
1463-1-4,Big Practice,4,Mental Health,1,0.9883,0.8188,0.9263,0.005,19.807194
2925-1-1,Single Provider,1,Mental Health,1,0.9883,1,0.9444,0,18.473529
3743-1-1,Single Provider,1,Mental Health,1,0.9883,0.81,0.8417,0.0012,21.294198
4694-1-1,Single Provider,1,Mental Health,1,0.9885,0.8778,0.1538,0.0098,42.297872
4996-1-1,Single Provider,1,Mental Health,1,0.9885,0.6406,0.4341,0.0423,47.285467
3270-1-1,Single Provider,1,Mental Health,1,0.9886,0.9961,0.8662,0.0001,18.823874
6801-1-3,Medium Practice,3,Mental Health,1,0.9887,0.4267,0.4363,0.0148,286.483845
7155-1-1,Single Provider,1,Mental Health,1,0.9889,0.5475,0.679,0,19.093199
1873-1-1,Single Provider,1,Mental Health,1,0.989,0,0.7319,0.0198,38.545249
3028-1-1,Single Provider,1,Mental Health,1,0.989,0.9694,0.5996,0.024,45.253052
4425-1-1,Single Provider,1,Mental Health,1,0.989,0.9986,0.2637,0.3846,97.412088
2575-1-1,Single Provider,1,Mental Health,1,0.9891,0.8481,0.8139,0.0082,23.658171
5109-1-2,Small Practice,2,Mental Health,1,0.9891,0.9041,0.7711,0.0227,33.8108625
6003-1-1,Single Provider,1,Mental Health,1,0.9891,0.9094,0.7109,0.0419,41.403727
7667-1-1,Single Provider,1,Mental Health,1,0.9891,0.8426,0.9457,0,18.632184
2704-1-1,Single Provider,1,Mental Health,1,0.9892,0.9228,0.8182,0.013,28.043478
4633-1-2,Small Practice,2,Mental Health,1,0.9892,0.9815,0.794,0.0081,24.095368
6255-1-1,Single Provider,1,Mental Health,1,0.9892,0.324,0.2366,0.0215,47.953488
6376-1-1,Single Provider,1,Mental Health,1,0.9892,0.789,0.8041,0.012,26.204342
1204-1-1,Single Provider,1,Mental Health,1,0.9893,0.9521,0.8275,0.0137,28.519685
5615-1-1,Single Provider,1,Mental Health,1,0.9893,0.996,0.8032,0.0036,28.945107
6269-1-2,Small Practice,2,Mental Health,1,0.9893,1,0.9708,0.0045,15.546275
3490-1-1,Single Provider,1,Mental Health,1,0.9894,0.9359,0.7456,0.0059,16.084821
5133-1-1,Single Provider,1,Mental Health,1,0.9894,1,0.846,0.0478,27.966192
7765-1-3,Medium Practice,3,Mental Health,1,0.9894,0.6494,0.6663,0.0078,21.155834
1370-1-1,Single Provider,1,Mental Health,1,0.9895,0.9156,0.8272,0.0105,28.506667
2003-1-1,Single Provider,1,Mental Health,1,0.9896,0.9447,0.4688,0.1406,56.057325
4118-1-2,Small Practice,2,Mental Health,1,0.9896,0.8807,0.8148,0.0054,20.045621
7082-1-1,Single Provider,1,Mental Health,1,0.9896,0.96,0.9363,0.0074,18.544238
2634-1-1,Single Provider,1,Mental Health,1,0.9897,0.5032,0.6051,0.0026,33.371237
3443-1-1,Single Provider,1,Mental Health,1,0.9897,0.9407,0.789,0.0352,34.816309
6152-1-1,Single Provider,1,Mental Health,1,0.9897,0.6893,0.7808,0.0051,15.638743
5955-1-4,Big Practice,4,Mental Health,1,0.9898,1.002,0.9498,0,15.312005
1416-1-1,Single Provider,1,Mental Health,1,0.9899,0.7351,0.8658,0,16.996441
3970-1-4,Big Practice,4,Mental Health,1,0.99,0.8838,0.846,0.0119,20.699341
5770-1-2,Small Practice,2,Mental Health,1,0.9901,0.8714,0.8224,0.0163,36.79052333
6984-1-3,Medium Practice,3,Mental Health,1,0.9901,0.9284,0.8124,0.0061,25.702742
7435-1-2,Small Practice,2,Mental Health,1,0.9901,0.8209,0.8515,0,27.626263
4174-1-3,Medium Practice,3,Mental Health,1,0.9902,0.8703,0.7878,0.0096,29.019694
4413-1-4,Big Practice,4,Mental Health,1,0.9902,0.9809,0.9156,0.0087,22.08219375
5259-1-1,Single Provider,1,Mental Health,1,0.9903,0.9511,0.7783,0,22.931856
7119-1-1,Single Provider,1,Mental Health,1,0.9903,0.9841,1.2077,0,37.143564
7306-1-3,Medium Practice,3,Mental Health,1,0.9903,1,1,0,15.153249
10-1-2,Small Practice,2,Mental Health,1,0.9904,0.8076,0.5852,0.0482,34.719844
4742-1-2,Small Practice,2,Mental Health,1,0.9905,0.7031,0.4353,0.0016,22.806357
1677-1-1,Single Provider,1,Mental Health,1,0.9906,0.7288,0.6651,0.0329,26.911197
5606-1-1,Single Provider,1,Mental Health,1,0.9906,1.04,0.9659,0,14.119377
6916-1-1,Single Provider,1,Mental Health,1,0.9906,0.4949,0.3019,0.0849,64.4
1595-1-3,Medium Practice,3,Mental Health,1,0.9907,1.1859,0.7767,0.0244,31.46988
1532-1-3,Medium Practice,3,Mental Health,1,0.9908,0.9716,0.9184,0.0058,24.221461
6589-1-2,Small Practice,2,Mental Health,1,0.9908,0.9997,0.9477,0.0101,17.99353
3264-1-4,Big Practice,4,Mental Health,1,0.9909,0.9638,0.8369,0.0053,26.516386
3495-1-2,Small Practice,2,Mental Health,1,0.9909,0.7745,0.7317,0.0427,37.97351
1682-1-2,Small Practice,2,Mental Health,1,0.991,0.8683,0.515,0.0213,48.716364
5027-1-2,Small Practice,2,Mental Health,1,0.991,0.7517,0.7074,0.006,19.243237
5764-1-2,Small Practice,2,Mental Health,1,0.991,0.9623,0.6865,0.0516,41.793045
7288-1-1,Single Provider,1,Mental Health,1,0.991,1.0083,0.4685,0.0811,49.9
4961-1-4,Big Practice,4,Mental Health,1,0.9911,1.0003,0.9688,0.005,11.863905
88-1-2,Small Practice,2,Mental Health,1,0.9911,0.8458,0.8052,0.0131,21.918795
4629-1-3,Medium Practice,3,Mental Health,1,0.9912,0.5879,0.5989,0.0299,39.547849
3577-1-4,Big Practice,4,Mental Health,1,0.9913,0.989,0.954,0.0149,22.917337
4976-1-3,Medium Practice,3,Mental Health,1,0.9913,0.972,0.8597,0.0274,26.086033
92-1-1,Single Provider,1,Mental Health,1,0.9913,0.8611,0.6759,0.0079,27.55471
4747-1-1,Single Provider,1,Mental Health,1,0.9914,1,1,0,9.137931
7056-1-1,Single Provider,1,Mental Health,1,0.9914,0.9999,0.8599,0.0711,23.080435
5703-1-1,Single Provider,1,Mental Health,1,0.9915,0.8267,0.6935,0.0183,36.927273
5821-1-4,Big Practice,4,Mental Health,1,0.9915,0.9511,0.7895,0.0046,25.646929
6854-1-1,Single Provider,1,Mental Health,1,0.9915,0.9022,0.2514,0.0085,39.020979
904-1-1,Single Provider,1,Mental Health,1,0.9915,0.5967,0.581,0.0271,46.260672
1949-1-4,Big Practice,4,Mental Health,1,0.9916,0.8331,0.4909,0.0477,74.500399
3293-1-2,Small Practice,2,Mental Health,1,0.9916,0.8013,0.4856,0.0179,35.432099
183-1-4,Big Practice,4,Mental Health,1,0.9917,0.91,0.7368,0.049,34.682909
3450-1-3,Medium Practice,3,Mental Health,1,0.9917,0.9345,0.8585,0.0112,24.004232
2500-1-4,Big Practice,4,Mental Health,1,0.9918,0.8921,0.6822,0.015,34.710987
6518-1-1,Single Provider,1,Mental Health,1,0.9918,0.9603,0.7616,0.0082,34.49589
3808-1-1,Single Provider,1,Mental Health,1,0.9919,0.9947,0.9643,0.001,8.489798
6603-1-2,Small Practice,2,Mental Health,1,0.9919,0.7069,0.5818,0.0151,42.538744
4102-1-2,Small Practice,2,Mental Health,1,0.992,1.0009,0.9067,0.0155,29.645741
6874-1-4,Big Practice,4,Mental Health,1,0.992,0.9221,0.9302,0.0004,16.633095
2613-1-1,Single Provider,1,Mental Health,1,0.9921,0.8472,0.7749,0.034,31.814136
4975-1-4,Big Practice,4,Mental Health,1,0.9921,0.913,0.8911,0.0125,22.263738
6105-1-4,Big Practice,4,Mental Health,1,0.9921,0.9999,0.8573,0.0047,28.106883
6214-1-4,Big Practice,4,Mental Health,1,0.9921,0.7352,0.7364,0.0047,26.935991
220-1-4,Big Practice,4,Mental Health,1,0.9922,0.7841,0.8135,0.0093,28.88107233
5417-1-2,Small Practice,2,Mental Health,1,0.9922,0.9248,0.7823,0.0122,32.903873
2241-1-4,Big Practice,4,Mental Health,1,0.9923,0.8478,0.8715,0.0057,23.212379
298-1-2,Small Practice,2,Mental Health,1,0.9923,0.8569,0.4778,0.0108,33.905
3285-1-2,Small Practice,2,Mental Health,1,0.9923,0.8215,0.4208,0.0154,48.21267
4565-1-1,Single Provider,1,Mental Health,1,0.9923,1.1419,0.824,0.0204,30.220207
1723-1-1,Single Provider,1,Mental Health,1,0.9924,0.4636,0.5369,0.0051,42.872727
5471-1-3,Medium Practice,3,Mental Health,1,0.9924,0.6026,0.5694,0.01,26.590388
5567-1-3,Medium Practice,3,Mental Health,1,0.9924,0.6825,0.8,0.0073,23.856439
1565-1-1,Single Provider,1,Mental Health,1,0.9925,1.0022,0.9497,0,10.780713
3877-1-1,Single Provider,1,Mental Health,1,0.9925,0.8846,0.4075,0.0179,38.181579
5626-1-1,Single Provider,1,Mental Health,1,0.9925,1,0.5318,0.2134,62.964092
6253-1-3,Medium Practice,3,Mental Health,1,0.9925,0.9157,0.8634,0.0092,25.476462
7924-1-4,Big Practice,4,Mental Health,1,0.9925,0.9994,0.9925,0,12.178059
4229-1-3,Medium Practice,3,Mental Health,1,0.9926,0.8711,0.7601,0.0016,22.002976
5327-1-1,Single Provider,1,Mental Health,1,0.9926,0.8688,0.9001,0.0011,10.308761
3958-1-1,Single Provider,1,Mental Health,1,0.9927,0.7565,0.6487,0.0082,32.214907
6394-1-1,Single Provider,1,Mental Health,1,0.9927,0.9899,0.864,0.0278,29.792398
4689-1-4,Big Practice,4,Mental Health,1,0.9928,0.8775,0.9018,0.0025,12.108263
4954-1-1,Single Provider,1,Mental Health,1,0.9928,0.7311,0.5,0.058,46.841121
4051-1-1,Single Provider,1,Mental Health,1,0.9931,0.9672,0.911,0.0046,21.903994
4928-1-1,Single Provider,1,Mental Health,1,0.9931,0.9497,0.6852,0.1088,45.280193
6455-1-2,Small Practice,2,Mental Health,1,0.9931,0.7665,0.7858,0.0017,21.801136
3035-1-2,Small Practice,2,Mental Health,1,0.9932,0.806,0.5784,0.1426,51.674672
4733-1-1,Single Provider,1,Mental Health,1,0.9932,0.9579,0.8647,0.0159,25.861832
6344-1-2,Small Practice,2,Mental Health,1,0.9932,0.9162,0.8014,0.0092,26.474615
1449-1-1,Single Provider,1,Mental Health,1,0.9933,0.9647,0.9184,0.0022,16.557562
5069-1-1,Single Provider,1,Mental Health,1,0.9933,0.9591,0.7236,0.0412,32.341706
6846-1-3,Medium Practice,3,Mental Health,1,0.9933,0.9945,0.944,0.0144,17.411715
3393-1-1,Single Provider,1,Mental Health,1,0.9934,0.9337,0.8404,0.016,26.141753
3614-1-2,Small Practice,2,Mental Health,1,0.9934,0.8356,0.7926,0.0074,29.321809
4715-1-1,Single Provider,1,Mental Health,1,0.9935,0.9282,0.8638,0.0036,26.585732
5386-1-1,Single Provider,1,Mental Health,1,0.9935,0.9719,0.9167,0.0008,17.953125
3014-1-4,Big Practice,4,Mental Health,1,0.9936,0.9916,0.821,0.0217,33.232984
4002-1-1,Single Provider,1,Mental Health,1,0.9936,0.8514,0.8801,0.0089,21.391502
5240-1-4,Big Practice,4,Mental Health,1,0.9936,0.6013,0.5458,0.0032,19.936016
5582-1-1,Single Provider,1,Mental Health,1,0.9936,0.9951,0.6765,0.0026,36.431877
6895-1-1,Single Provider,1,Mental Health,1,0.9936,1,0.8942,0.0128,31.377483
7527-1-3,Medium Practice,3,Mental Health,1,0.9936,0.5376,0.6477,0.0064,11.782784
630-1-4,Big Practice,4,Mental Health,1,0.9937,0.4205,0.5123,0.034,31.422067
7120-1-2,Small Practice,2,Mental Health,1,0.9937,0.9359,0.5962,0.0631,47.794212
1561-1-1,Single Provider,1,Mental Health,1,0.9938,1.0007,0.875,0.0091,20.363567
3024-1-2,Small Practice,2,Mental Health,1,0.9938,0.805,0.8075,0.0124,30.361371
4508-1-1,Single Provider,1,Mental Health,1,0.9939,0.9416,0.7066,0.0301,25.869142
5074-1-2,Small Practice,2,Mental Health,1,0.994,0.871,0.8895,0.0047,21.820684
3694-1-2,Small Practice,2,Mental Health,1,0.9941,0.9169,0.9407,0.0007,11.688854
1831-1-2,Small Practice,2,Mental Health,1,0.9942,0.8548,0.6889,0.0312,33.75867
2508-1-4,Big Practice,4,Mental Health,1,0.9942,0.997,0.7826,0.0146,36.735699
2684-1-1,Single Provider,1,Mental Health,1,0.9942,0.9451,0.9218,0.0222,22.890717
2658-1-1,Single Provider,1,Mental Health,1,0.9943,0.8569,0.7278,0.0029,17.615527
6352-1-2,Small Practice,2,Mental Health,1,0.9944,0.9147,0.6554,0.0468,38.543651
6678-1-4,Big Practice,4,Mental Health,1,0.9944,1,0.4878,0.0237,59.905361
7022-1-1,Single Provider,1,Mental Health,1,0.9944,0.8445,0.6648,0,16.890756
7264-1-1,Single Provider,1,Mental Health,1,0.9944,0.8187,0.2921,0.1236,68.180645
7665-1-2,Small Practice,2,Mental Health,1,0.9944,1.0004,0.9832,0,24.608451
1319-1-4,Big Practice,4,Mental Health,1,0.9945,0.9888,0.7809,0.004,22.56371
1978-1-1,Single Provider,1,Mental Health,1,0.9945,0.7584,0.7766,0.0152,22.965409
3528-1-4,Big Practice,4,Mental Health,1,0.9945,0.9077,0.6287,0.0091,25.276016
6334-1-2,Small Practice,2,Mental Health,1,0.9946,1,0.8817,0.0323,30.4659475
4775-1-2,Small Practice,2,Mental Health,1,0.9947,0.4445,0.4561,0.0057,19.185641
7190-1-1,Single Provider,1,Mental Health,1,0.9947,0.3698,0.8165,0,23.334286
2004-1-1,Single Provider,1,Mental Health,1,0.9948,0.8399,0.8452,0.0034,15.925359
2502-1-1,Single Provider,1,Mental Health,1,0.9948,0.3582,0.2997,0.0233,44.304124
4781-1-1,Single Provider,1,Mental Health,1,0.9948,0.8752,0.6658,0.0142,33.375189
6300-1-1,Single Provider,1,Mental Health,1,0.9948,0.9766,0.752,0,31.704819
6658-1-2,Small Practice,2,Mental Health,1,0.9948,0.7563,0.5455,0.0245,47.354386
4620-1-1,Single Provider,1,Mental Health,1,0.9949,0.6607,0.7789,0.0038,15.020833
1209-1-1,Single Provider,1,Mental Health,1,0.995,0.8515,0.8125,0.01,22.179339
5560-1-1,Single Provider,1,Mental Health,1,0.995,0.8536,0.7434,0.0066,29.615929
931-1-4,Big Practice,4,Mental Health,1,0.995,0.9287,0.7598,0.033,32.167411
1838-1-2,Small Practice,2,Mental Health,1,0.9951,0.7189,0.6213,0.0214,39.332405
6738-1-1,Single Provider,1,Mental Health,1,0.9952,0.3073,0.3563,0,28.087432
7160-1-4,Big Practice,4,Mental Health,1,0.9952,0.9914,0.9582,0.0007,10.43736
6630-1-1,Single Provider,1,Mental Health,1,0.9953,1.024,0.8972,0.0047,27.67757
2792-1-1,Single Provider,1,Mental Health,1,0.9956,0.8771,0.7853,0.0055,22.161412
1685-1-1,Single Provider,1,Mental Health,1,0.9957,0.8302,0.8994,0.0011,17.574764
1897-1-3,Medium Practice,3,Mental Health,1,0.9957,0.9488,0.3818,0.0089,56.371412
3060-1-1,Single Provider,1,Mental Health,1,0.9957,0.9578,0.798,0.0014,31.691198
971-1-1,Single Provider,1,Mental Health,1,0.9958,0.9605,0.3739,0.1555,67.767932
82-1-1,Single Provider,1,Mental Health,1,0.9959,0.7651,0.7745,0.013,27.898048
1582-1-2,Small Practice,2,Mental Health,1,0.996,0.7911,0.8622,0.0017,18.436143
882-1-1,Single Provider,1,Mental Health,1,0.996,0.7785,0.8898,0.0032,14.069707
3197-1-1,Single Provider,1,Mental Health,1,0.9961,0.6071,0.7771,0.0059,29.060948
5086-1-3,Medium Practice,3,Mental Health,1,0.9961,1.0039,0.9785,0,15.015686
5446-1-1,Single Provider,1,Mental Health,1,0.9961,0.8045,0.817,0.0016,28.76884
5488-1-3,Medium Practice,3,Mental Health,1,0.9961,0.6589,0.6368,0.0163,36.676921
5631-1-2,Small Practice,2,Mental Health,1,0.9961,0.9467,0.949,0.0039,19.521912
2001-1-3,Medium Practice,3,Mental Health,1,0.9962,0.8547,0.8288,0.0071,15.1360785
2648-1-1,Single Provider,1,Mental Health,1,0.9962,0.8304,0.8158,0.0094,28.658491
4839-1-2,Small Practice,2,Mental Health,1,0.9962,0.9908,0.9341,0.0052,18.066761
1650-1-4,Big Practice,4,Mental Health,1,0.9963,0.8631,0.7659,0.0074,29.373986
6124-1-4,Big Practice,4,Mental Health,1,0.9963,0.9771,0.6481,0,36
6987-1-1,Single Provider,1,Mental Health,1,0.9963,0.9495,0.9007,0.0029,24.910943
2324-1-4,Big Practice,4,Mental Health,1,0.9964,0.9813,0.9262,0.0062,24.59645
6011-1-2,Small Practice,2,Mental Health,1,0.9966,1.0025,0.9875,0,14.703196
3987-1-1,Single Provider,1,Mental Health,1,0.9967,1,0.7815,0.0232,31.734899
4434-1-1,Single Provider,1,Mental Health,1,0.9967,0.9608,0.8322,0.0174,28.93326
1998-1-1,Single Provider,1,Mental Health,1,0.9968,0.8747,0.6605,0.0272,40.809955
4980-1-4,Big Practice,4,Mental Health,1,0.9968,0.8507,0.8649,0.0084,22.220912
4153-1-1,Single Provider,1,Mental Health,1,0.9969,0.0253,0.0307,0.0276,80.758621
2761-1-4,Big Practice,4,Mental Health,1,0.997,0.9969,0.9461,0.0075,20.541794
5744-1-4,Big Practice,4,Mental Health,1,0.997,1.0368,0.8564,0.0076,32.71635
2327-1-3,Medium Practice,3,Mental Health,1,0.9971,0.9622,0.8727,0.0043,21.56096
6367-1-4,Big Practice,4,Mental Health,1,0.9971,0.9721,0.9536,0.0016,14.91641
6465-1-1,Single Provider,1,Mental Health,1,0.9971,1,0.9864,0,19.310894
7416-1-1,Single Provider,1,Mental Health,1,0.9971,0.971,0.1252,0.0342,52.619701
2516-1-4,Big Practice,4,Mental Health,1,0.9973,1,0.8943,0,37.063752
7154-1-1,Single Provider,1,Mental Health,1,0.9973,0.9344,0.7317,0.0018,21.437573
1203-1-3,Medium Practice,3,Mental Health,1,0.9975,0.999,0.8979,0.0255,23.504055
6592-1-1,Single Provider,1,Mental Health,1,0.9975,0.9489,0.9338,0.0064,13.925926
4469-1-1,Single Provider,1,Mental Health,1,0.9976,0.7358,0.7324,0.0066,24.832441
2045-1-3,Medium Practice,3,Mental Health,1,0.9977,1.0033,0.6678,0.0609,36.583911
5969-1-1,Single Provider,1,Mental Health,1,0.9979,0.8029,0.4141,0.0545,56.302503
6100-1-2,Small Practice,2,Mental Health,1,0.998,0.7548,0.7435,0.008,18.465854
5523-1-1,Single Provider,1,Mental Health,1,0.9981,1.0009,0.958,0,16.465409
93-1-1,Single Provider,1,Mental Health,1,0.9982,0.9426,0.9649,0.0018,16.96648
4898-1-2,Small Practice,2,Mental Health,1,0.9983,0.9245,0.8491,0.0378,28.917897
5169-1-1,Single Provider,1,Mental Health,1,0.9983,0.3059,0.3588,0.0205,49.701817
6392-1-1,Single Provider,1,Mental Health,1,0.9983,0.6398,0.5368,0.0103,38.201754
7006-1-1,Single Provider,1,Mental Health,1,0.9986,0.9137,0.8163,0.0014,28.690341
6353-1-1,Single Provider,1,Mental Health,1,0.9987,0.722,0.6242,0.0255,30.396285
4522-1-1,Single Provider,1,Mental Health,1,0.9988,0.8697,0.97,0.0012,14.317718
6179-1-2,Small Practice,2,Mental Health,1,0.9989,0.7027,0.8308,0.0018,15.961244
4114-1-2,Small Practice,2,Mental Health,1,0.999,1,0.8217,0.0204,31.893617
4646-1-1,Single Provider,1,Mental Health,1,0.999,0.9974,0.9833,0,15.846715
5134-1-4,Big Practice,4,Mental Health,1,0.9991,0.4839,0.4082,0,18.850202
167-1-2,Small Practice,2,Mental Health,1,0.9992,1.0032,0.7555,0.03,37.687296
1022-1-1,Single Provider,1,Mental Health,1,1,0.975,0.533,0.1148,52.051696
1609-1-1,Single Provider,1,Mental Health,1,1,1,0.4826,0.0572,54.579602
172-1-1,Single Provider,1,Mental Health,1,1,1,0,1,133
1797-1-1,Single Provider,1,Mental Health,1,1,0.7648,1,0,20.307692
1822-1-1,Single Provider,1,Mental Health,1,1,0,0.0096,0,8
1837-1-1,Single Provider,1,Mental Health,1,1,0.8182,0.6576,0.0156,36.64977
1844-1-1,Single Provider,1,Mental Health,1,1,1.0223,0.8108,0,27.007968
1920-1-1,Single Provider,1,Mental Health,1,1,1,0.9529,0,20.047059
1969-1-1,Single Provider,1,Mental Health,1,1,1,0.9915,0,16.2
2225-1-1,Single Provider,1,Mental Health,1,1,0.8642,0.5995,0,12.330595
2257-1-3,Medium Practice,3,Mental Health,1,1,0.8617,0.0918,0,65.090909
2411-1-2,Small Practice,2,Mental Health,1,1,1,0.1754,0,72.192982
2414-1-1,Single Provider,1,Mental Health,1,1,1,0.3699,0.0411,49.123288
2651-1-4,Big Practice,4,Mental Health,1,1,1,0,0,98.4
2853-1-1,Single Provider,1,Mental Health,1,1,0.5103,0.2244,0.0075,55.687023
3033-1-4,Big Practice,4,Mental Health,1,1,1,1,0,7.916667
3087-1-1,Single Provider,1,Mental Health,1,1,0.2334,0,0,98.5
3118-1-1,Single Provider,1,Mental Health,1,1,0.9774,0.8226,0,28.822581
312-1-3,Medium Practice,3,Mental Health,1,1,0.7698,1.4914,0.0514,36.875912
3192-1-1,Single Provider,1,Mental Health,1,1,1,1,0,31.272727
3451-1-1,Single Provider,1,Mental Health,1,1,0.1127,0.0889,0,39.372093
3467-1-1,Single Provider,1,Mental Health,1,1,1,1,0,33.222222
3542-1-2,Small Practice,2,Mental Health,1,1,0.0016,0.1518,0,8.502024
3549-1-1,Single Provider,1,Mental Health,1,1,1,0.8942,0,20.221154
3617-1-1,Single Provider,1,Mental Health,1,1,0.4349,0,0,77.855072
3642-1-1,Single Provider,1,Mental Health,1,1,1,1,0,25.236111
3717-1-1,Single Provider,1,Mental Health,1,1,1,0.8276,0.1724,31.965517
3720-1-1,Single Provider,1,Mental Health,1,1,0.5652,0.3137,0,37.782609
3837-1-1,Single Provider,1,Mental Health,1,1,1,1,0,26.333333
3883-1-1,Single Provider,1,Mental Health,1,1,1,0.9831,0,27.152542
4111-1-1,Single Provider,1,Mental Health,1,1,0.2088,0.16,0,59.52
4169-1-1,Single Provider,1,Mental Health,1,1,1,0,0,66
4211-1-2,Small Practice,2,Mental Health,1,1,1,0,1,142.666667
4339-1-4,Big Practice,4,Mental Health,1,1,1,0.3229,0.3251,85.943946
4345-1-1,Single Provider,1,Mental Health,1,1,1.2718,1,0,10.066667
4432-1-2,Small Practice,2,Mental Health,1,1,1,1,0,19
4474-1-1,Single Provider,1,Mental Health,1,1,0.7685,0.7895,0,20.2
451-1-1,Single Provider,1,Mental Health,1,1,0.9951,0.9,0.0032,22.447619
4557-1-1,Single Provider,1,Mental Health,1,1,0.7829,0.6505,0.0304,42.797508
